uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link,idx
552,Digimon Adventure,"When a group of kids head out for summer camp, they don't expect it to snow in the middle of July. Out of nowhere, the kids receive strange devices which transport them to a very different world to begin their  Digimon Adventure ! Led by the plucky Taichi Yagami, the seven children must now survive in a realm far from home, filled with monsters and devoid of other humans. 
 
Luckily, they're not alone: each child is paired off with a companion digital monster called a Digimon. Together, the children and their new friends must overcome their insecurities, discover their inner strengths, and evolve into stronger fighters - literally. 
 
A force of evil is spreading through the Digital World, corrupting all the Digimon. The DigiDestined have arrived and it’s up to them to save the Digital World, if they ever want to see their home world again.","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","Mar 7, 1999 to Mar 26, 2000",54.0,274830,356,783.0,7.86,https://cdn.myanimelist.net/images/anime/10/11070.jpg,https://myanimelist.net/anime/552/Digimon_Adventure,418
1689,Byousoku 5 Centimeter,"Takaki Toono and Akari Shinohara, two very close friends and classmates, are torn apart when Akari's family is transferred to another region of Japan due to her family's job. Despite separation, they continue to keep in touch through mail. When Takaki finds out that his family is also moving, he decides to meet with Akari one last time. 
 
As years pass by, they continue down their own paths, their distance slowly growing wider and their contact with one another fades. Yet, they keep remembering one another and the times they have shared together, wondering if they will have the chance to meet once again. 
 
[Written by MAL Rewrite]","['Slice of Life', 'Drama', 'Romance']","Mar 3, 2007",3.0,554071,108,781.0,7.86,https://cdn.myanimelist.net/images/anime/10/79674.jpg,https://myanimelist.net/anime/1689/Byousoku_5_Centimeter,427
34944,Bungou Stray Dogs: Dead Apple,"A large scale catastrophe is occurring across the planet. Ability users are discovered after the appearance of a mysterious fog, apparently having committed suicide, so the Armed Detective Agency sets out to investigate these mysterious deaths. The case seems to involve an unknown ability user referred to as ""Collector,"" a man who could be the mastermind behind the incident. 
 
Trust and courage are put to the test in order to save the city of Yokohama and ability users across the world from the grip of Collector where the Armed Detective Agency forms an unlikely partnership with the dangerous Port Mafia.  
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Mystery', 'Super Power', 'Supernatural']","Mar 3, 2018",1.0,73839,1448,780.0,7.86,https://cdn.myanimelist.net/images/anime/1127/93981.jpg,https://myanimelist.net/anime/34944/Bungou_Stray_Dogs__Dead_Apple,2213
36214,Asagao to Kase-san.,"Yui Yamada, a timid girl who enjoys tending to her school's greenery, falls in love with the boyish and athletic Tomoka Kase. The two eventually begin dating, and the story follows the pair as they face various challenges in their relationship. 
 
(Source: Wikipedia)","['Romance', 'School', 'Shoujo Ai']","Jun 9, 2018",1.0,33444,2426,779.0,7.86,https://cdn.myanimelist.net/images/anime/1578/94205.jpg,https://myanimelist.net/anime/36214/Asagao_to_Kase-san,2681
32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,"Shorts of  Ansatsu Kyoushitsu  (TV)  2nd Season  which adapt chapters of the manga which are not in the TV series.  
 
The adapted chapters are 78 (""Takebayashi no Jikan"") and 79 (""Shihaisha no Jikan, Ni Jikanme""), which are published in the ninth manga volume. ","['Action', 'Comedy', 'School', 'Shounen']","Mar 11, 2016 to May 20, 2016",8.0,33163,2435,778.0,7.86,https://cdn.myanimelist.net/images/anime/1807/96939.jpg,https://myanimelist.net/anime/32863/Ansatsu_Kyoushitsu_2nd_Season__Kagaijugyou-hen,1247
39940,Shokugeki no Souma: Shin no Sara,Fourth season of  Shokugeki no Souma .,"['Ecchi', 'School', 'Shounen']","Oct 12, 2019 to Dec 28, 2019",12.0,162213,683,773.0,7.87,https://cdn.myanimelist.net/images/anime/1258/102849.jpg,https://myanimelist.net/anime/39940/Shokugeki_no_Souma__Shin_no_Sara,1196
322,Paradise Kiss,"On her way home from school, Yukari Hayasaka is approached by a weird-looking guy who starts looking at her body intently. He's got blond spiky hair, a spiked choker, and multiple piercings on his ears and face. She wants nothing to do with him, and runs away, only to bump into a very tall and beautiful purple-haired woman with a flower pattern around her eye. Yukari faints from shock and wakes up later in a strange place called the Atelier. It turns out that these strangers are fashion designers who attend the most famous art school around, Yazawa Art Academy, and their group wants Yukari to model for their brand in Yazawa Academy's upcoming show. 
 
Yukari turns down their offer and escapes the Atelier, but unknowingly leaves her school ID behind. George Koizumi, the head designer, later sees it and immediately knows she would be the perfect model for them and will not stop until he gets what he wants—and he wants her. Yukari had never considered something as frivolous as modeling before, but could life among these eccentric designers actually prove to be fun? Or will Yukari lose herself in this world of art and passion? 
 
[Written by MAL Rewrite] 
","['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']","Oct 14, 2005 to Dec 30, 2005",12.0,122787,916,772.0,7.87,https://cdn.myanimelist.net/images/anime/7/80636.jpg,https://myanimelist.net/anime/322/Paradise_Kiss,2023
4472,Lucky☆Star: Original na Visual to Animation,"The OVA features six separate stories revolving around the cast, some of which border on the bizarre; one of which is an MMORPG environment being played by Konata, Kagami, Tsukasa, and Nanako Kuroi, and another in which Kagami has a ""suggestive"" dream about Konata. 
 
(Source: Wikipedia)","['Comedy', 'Parody', 'School', 'Slice of Life']","Sep 26, 2008",1.0,105307,1056,769.0,7.87,https://cdn.myanimelist.net/images/anime/2/22582.jpg,https://myanimelist.net/anime/4472/Lucky%E2%98%86Star__Original_na_Visual_to_Animation,747
97,Last Exile,"In the world of Prester, flight is the dominant mode of transportation, made possible by Claudia Fluid: a liquidized form of the crystals that are produced on the planet. An organization known solely as ""the Guild"" has absolute authority over the skies, with a monopoly on the engines that make use of this fluid. Moreover, as ecological disasters destabilize the warring countries of Anatoray and Disith, the Guild also arbitrates in the disputes between the two. Caught in the middle of the conflict are Sky Couriers, piloting small, two-person vanships that fly freely through the sky. 
 
 Last Exile  follows the adventures of two teenagers who dream of surpassing their parents: Claus Valca, son of a famous vanship pilot, and Lavie Head, Claus' best friend and navigator. Their job as couriers entails passing through an air current called the Grand Stream that separates the hostile nations, which even standard airships struggle to survive. However, when they take on a high-rated delivery to bring an orphan girl named Alvis Hamilton to the battleship Silvana, they get dragged into a much greater conflict that pits them against the might of the Guild. 
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Adventure']","Apr 8, 2003 to Sep 30, 2003",26.0,137273,810,768.0,7.87,https://cdn.myanimelist.net/images/anime/7/10888.jpg,https://myanimelist.net/anime/97/Last_Exile,734
468,Koukaku Kidoutai 2: Innocence,"With Major Motoko Kusanagi missing, Section 9's Batou is assigned to investigate a string of gruesome murders—seemingly at the hands of faulty gynoids, or sex robots. But when a faulty gynoid leaves Batou a cryptic message, he begins to question the cause of their malfunctions. Suspicions of politically motivated murder and an illegal ""ghost"" quickly crop up, drawing Batou and his partner Togusa into a perilous web of conspiracy. 
 
As their investigation goes on, the line between man and machine continues to blur, and reality and perception become indistinguishable. Confronting strange and dangerous foes, Batou and Togusa explore a futuristic world filled with machines and living dolls but utterly devoid of humanity. 
 
[Written by MAL Rewrite]","['Military', 'Sci-Fi', 'Police', 'Psychological', 'Mecha']","Mar 6, 2004",1.0,121133,929,767.0,7.87,https://cdn.myanimelist.net/images/anime/10/75628.jpg,https://myanimelist.net/anime/468/Koukaku_Kidoutai_2__Innocence,1988
3604,Hidamari Sketch x 365,"After passing her entrance exam, Yuno enrolls at Yamabuki High School as part of an art degree. She stays at the Hidamari Apartments along with best friend Miyako, and seniors Hiro and Sae. Each episode follows a day in her life as she mingles with her friends, close peers, overly hyper teachers and closely follows the mundane lives of the high school girls. 
 
(Source: ANN)","['Slice of Life', 'Comedy', 'School', 'Seinen']","Jul 4, 2008 to Sep 26, 2008",13.0,24921,2855,764.0,7.87,https://cdn.myanimelist.net/images/anime/11/10894.jpg,https://myanimelist.net/anime/3604/Hidamari_Sketch_x_365,2252
19319,Gundam Build Fighters,"Though Gundam Plastic Models, better known as Gunpla, exploded in popularity with the release of the anime series  Mobile Suit Gundam , their presence faded before resurging with a new purpose. Through the power of Plavsky particles, fans are now able to pit their Gunpla against others in a virtual reality-style battle with the best competing at the annual Gunpla World Tournament.  
 
Sei Iori, whose father was a once finalist in the competition, dreams of one day conquering the contest himself. However, while Sei is an expert Gunpla builder, he lacks the prowess to effectively fight his creations during actual battle. In comes Reiji, a mysterious boy who is curiously ignorant of society but quickly demonstrates to Sei tremendous ability in Gunpla battles. The two boys decide to combine their strengths in order to sweep the Gunpla World Tournament and take the Gunpla world by storm. 
 
[Written by MAL Rewrite]","['Action', 'Sci-Fi', 'Mecha']","Oct 7, 2013 to Mar 31, 2014",25.0,50399,1890,762.0,7.87,https://cdn.myanimelist.net/images/anime/7/51815.jpg,https://myanimelist.net/anime/19319/Gundam_Build_Fighters,1186
1571,Ghost Hunt,"While at school, Taniyama Mai and her friends like to exchange ghost stories. Apparently, there is an abandoned school building on their campus that is the center of many ghost stories. During the story, they are interrupted by a mysterious male figure. The person turns out to be Shibuya Kazuya, a 17-year-old who is president of the Shibuya Psychic Research Company. He was called by the principal to investigate the stories surrounding the abandoned school building. 
 
The next day, on the way to school, Mai passes the school building in question. While examining a strange camera she spotted inside, she gets surprised by Kazuya's assistant. Unknowingly interfering with the investigation, Mai breaks the camera and Kazuya's assistant gets injured. 
 
Kazuya forcefully hires Mai in order to pay for the camera and replace his injured assistant. From that point on, Mai begins to learn about the paranormal world and the profession of ghost hunting. 
 
[Written by MAL Rewrite]","['Mystery', 'Comedy', 'Horror', 'Supernatural', 'Shoujo']","Oct 4, 2006 to Mar 28, 2007",25.0,172769,630,760.0,7.87,https://cdn.myanimelist.net/images/anime/11/73908.jpg,https://myanimelist.net/anime/1571/Ghost_Hunt,1180
